account_length,international_plan,voice_mail_plan,number_vmail_messages,total_charge,total_calls_cnt,total_minutes,total_intl_charge,number_customer_service_calls,churn
42,no,no,0,69.32,294,667.7,3.78,2,no
173,no,no,0,40.36,316,489.99999999999994,2.59,1,no
80,no,no,0,66.69,305,777.0,4.21,0,no
70,no,yes,23,62.83,251,625.9,2.62,1,no
112,no,no,0,60.76,305,669.5,3.81,2,no
186,no,no,0,66.4,331,646.7,3.35,0,no
99,no,no,0,59.83,260,579.0999999999999,3.29,1,no
56,no,no,0,65.47,189,612.4,3.16,0,no
135,no,yes,38,57.22,293,558.0,3.21,4,no
83,no,no,0,27.03,271,342.2,3.11,2,no
48,no,no,0,61.72,256,684.5,3.08,1,no
112,no,yes,31,58.97,341,705.9000000000001,2.81,0,no
112,no,no,0,33.92,327,381.0,2.21,1,no
141,no,no,0,28.89,307,297.5,1.54,1,no
73,no,yes,19,49.02,297,507.6,4.02,2,no
81,no,no,0,55.63,314,628.0,3.16,3,no
165,no,yes,17,54.620000000000005,301,583.0,2.86,1,no
70,no,no,0,41.29,337,462.70000000000005,4.05,1,no
79,no,no,0,56.65,271,622.4,3.29,1,no
126,no,no,0,52.53,379,566.0,3.7,3,no
77,no,no,0,50.230000000000004,355,580.3,3.7,0,no
72,no,yes,31,72.2,314,710.6999999999999,3.19,3,no
110,no,yes,37,55.86000000000001,331,517.9,1.38,0,no
88,no,no,0,59.46000000000001,263,626.1,2.13,1,no
80,no,yes,33,54.24,296,547.0,3.02,1,yes
43,no,yes,39,54.81,316,545.8,4.21,1,no
144,no,yes,26,59.09,274,637.9000000000001,1.78,2,no
142,no,no,0,41.78,281,400.1,2.48,2,no
78,no,yes,28,45.57,314,496.0,2.81,3,no
131,no,no,0,62.37,366,635.0,3.11,1,no
61,no,yes,38,37.88,388,401.5,2.62,3,no
73,no,yes,6,69.68,310,670.8,1.84,4,no
100,no,yes,26,62.23,283,627.0,3.24,1,no
100,no,no,0,64.41,364,596.4000000000001,2.19,2,no
109,no,yes,39,74.66,223,699.8,2.11,1,yes
139,no,no,0,49.13000000000001,301,497.1,2.65,2,no
115,no,no,0,50.14,338,468.3,3.43,0,no
77,no,no,0,60.349999999999994,249,618.7,2.73,3,no
14,no,no,0,63.09,309,647.3,2.62,4,no
81,no,no,0,51.68,259,569.2,3.29,0,no
113,no,no,0,55.099999999999994,330,608.8,2.46,3,no
93,yes,yes,36,67.02,292,734.8,2.65,0,no
77,no,no,0,53.54,265,543.3,2.7,3,no
125,no,yes,25,52.39,304,475.2,3.38,2,no
88,no,no,0,56.190000000000005,301,550.2,2.38,2,no
89,no,no,0,57.35,281,524.8,2.81,0,no
124,no,no,0,63.44,287,579.4000000000001,1.65,1,no
83,no,no,0,60.59,337,623.5999999999999,2.75,2,no
7,no,no,0,45.13,233,551.1,3.24,2,no
104,no,no,0,80.33999999999999,372,706.2,1.94,0,yes
76,no,no,0,58.67999999999999,321,606.3,2.32,2,no
135,no,no,0,66.28,312,687.5999999999999,3.38,0,no
59,no,yes,45,38.230000000000004,337,444.2,3.78,1,no
110,no,no,0,55.809999999999995,325,585.6,1.76,1,no
173,yes,yes,18,43.07000000000001,318,487.59999999999997,3.02,2,no
60,no,no,0,67.19,270,705.2,3.59,1,no
117,no,no,0,65.72,277,690.5999999999999,1.0,3,no
54,no,no,0,60.94,282,608.4,2.11,2,no
76,no,yes,35,71.22,304,686.0,1.03,0,no
98,no,no,0,51.34,286,465.5,3.08,2,no
74,no,no,0,58.34,270,621.9,4.35,4,no
112,no,no,0,61.22,258,622.8,3.16,2,no
138,no,yes,28,56.65,297,599.9,2.4,0,no
65,no,no,0,59.68,267,630.9000000000001,3.19,3,no
194,no,yes,42,65.34,315,714.6,2.92,3,no
131,no,no,0,56.65,329,517.5999999999999,3.59,0,yes
78,no,yes,27,43.97,281,438.1,3.51,3,no
99,no,no,0,55.620000000000005,279,565.6,3.11,0,no
120,no,no,0,52.260000000000005,252,570.2,3.21,0,no
1,no,yes,26,43.49,285,550.3,2.24,2,no
94,no,no,0,57.71,289,596.6,3.75,0,no
178,no,yes,32,50.56999999999999,263,534.3,2.81,6,yes
136,no,no,0,69.84,342,644.0,4.64,0,yes
86,no,yes,25,48.12,312,549.7,3.24,1,no
18,no,no,0,48.76,340,508.90000000000003,3.21,1,no
49,no,no,0,56.260000000000005,328,573.3,2.0,0,no
20,no,yes,27,67.88999999999999,324,666.9,2.4,1,no
131,no,yes,29,29.880000000000003,266,384.1,2.7,0,no
99,no,no,0,57.25,295,626.5,2.92,3,no
61,no,no,0,64.64,283,606.4,2.19,0,no
137,no,no,0,46.93000000000001,305,520.8,3.67,0,no
49,no,yes,42,47.080000000000005,280,492.1,2.0,2,no
83,no,no,0,66.29,398,587.2,3.56,1,no
105,no,no,0,59.53,233,610.0,2.19,1,no
90,no,no,0,72.66,290,724.4,1.43,3,yes
111,no,no,0,60.760000000000005,265,609.7,2.84,0,no
135,no,no,0,50.52,308,541.3,2.81,3,no
121,no,yes,22,71.30000000000001,315,783.1,2.81,1,no
57,yes,no,0,60.60999999999999,301,585.2,2.24,1,no
63,no,no,0,49.059999999999995,265,491.59999999999997,3.62,4,yes
97,no,no,0,70.34,348,634.1,3.51,1,no
134,no,yes,10,43.82000000000001,310,449.9,2.7,2,no
57,no,yes,37,40.43,283,508.9,3.21,0,no
109,yes,no,0,56.8,332,561.1,2.75,3,no
66,no,yes,21,44.129999999999995,319,486.20000000000005,2.62,3,no
162,no,yes,21,62.68000000000001,356,617.2,2.86,2,no
115,no,yes,26,54.54,308,601.4,4.0,0,no
132,no,no,0,55.81999999999999,359,588.6,3.16,2,no
152,no,no,0,66.16000000000001,292,553.8000000000001,3.4,0,no
86,no,yes,29,65.64,345,736.2,3.73,1,no
36,no,no,0,60.6,284,661.8,1.59,1,no
118,no,no,0,57.33,346,626.1,1.84,0,no
137,no,yes,20,63.19,310,543.7,3.43,1,no
67,no,no,0,58.02,253,587.2,1.7,2,no
164,no,no,0,56.209999999999994,294,497.6,3.05,1,no
180,no,no,0,66.66,290,612.4000000000001,0.11,1,no
80,no,yes,22,64.69,338,725.9000000000001,3.05,1,no
126,no,no,0,52.64,329,646.5,2.03,1,no
138,no,no,0,56.709999999999994,286,625.7,2.81,1,no
101,no,no,0,55.769999999999996,383,555.0,3.0,0,no
147,no,no,0,46.81,288,510.79999999999995,2.4,0,no
58,no,no,0,52.24,268,527.5,2.13,0,no
35,no,yes,23,58.59,326,584.0,2.73,4,no
163,no,yes,39,80.19,287,844.6,3.08,0,no
152,no,no,0,77.28,326,707.5,2.94,2,yes
44,no,no,0,61.480000000000004,287,575.0,3.38,1,no
103,no,no,0,41.910000000000004,318,483.3,2.62,1,no
126,no,no,0,63.59,299,715.9,3.35,1,no
104,no,no,0,55.82,324,575.3,5.21,1,no
99,no,yes,21,54.019999999999996,228,551.0,3.94,2,no
119,no,no,0,69.02,292,714.4,2.92,2,no
155,yes,yes,38,67.0,272,646.2,2.16,1,yes
51,no,yes,43,53.580000000000005,290,561.8,2.3,2,no
142,no,no,0,61.169999999999995,319,624.3,1.76,1,no
108,no,no,0,56.23,299,537.1,3.27,2,no
154,no,yes,14,55.16,369,551.1,2.75,1,no
171,no,no,0,53.03,276,465.6,3.13,1,no
33,no,no,0,63.870000000000005,298,628.9,2.03,0,no
68,yes,no,0,61.12,285,641.1,5.18,3,yes
65,no,yes,21,56.120000000000005,303,659.9,2.97,4,no
95,no,yes,35,71.22,290,691.3000000000001,3.54,5,no
47,no,yes,28,60.839999999999996,297,634.0,2.84,0,no
49,no,yes,20,66.75,305,646.4,3.32,4,no
104,no,no,0,52.66,359,531.4,2.51,3,no
173,no,no,0,44.78,280,434.79999999999995,1.86,0,no
98,yes,yes,20,50.43,281,474.3,2.94,3,no
81,no,no,0,50.95,276,499.0,3.21,1,no
63,no,yes,19,55.7,278,573.2,3.05,3,no
32,no,no,0,46.28999999999999,263,529.0,2.97,2,no
111,no,no,0,57.940000000000005,292,643.8,2.08,0,no
96,no,no,0,56.33,346,650.3,2.54,4,no
79,no,no,0,59.0,315,633.5999999999999,2.57,3,no
123,no,no,0,75.69,289,809.5,2.67,2,yes
88,no,no,0,36.72,305,446.1,2.86,0,yes
182,no,yes,24,57.120000000000005,237,553.4,2.94,0,no
109,no,no,0,53.64,268,555.7,1.92,0,no
79,no,yes,12,39.51,331,493.4,2.11,0,no
68,no,yes,41,59.470000000000006,316,560.7,3.11,2,no
70,no,no,0,63.07,300,633.3,3.83,2,no
44,no,yes,20,53.85,395,509.9,3.13,1,no
113,no,no,0,60.089999999999996,280,615.4,3.0,1,no
86,yes,yes,41,63.86,278,588.8,3.13,2,no
59,no,no,0,51.760000000000005,298,529.7,2.78,2,no
112,no,yes,22,68.85,276,669.8,2.0,0,no
152,no,no,0,57.970000000000006,271,550.5999999999999,3.13,1,no
108,no,yes,15,60.57,286,645.0,3.94,1,no
91,no,no,0,63.809999999999995,337,690.2,4.13,1,no
57,no,yes,23,60.21999999999999,306,550.9,2.46,1,no
112,no,no,0,53.769999999999996,246,560.4,2.65,1,no
100,no,no,0,50.43,234,537.8000000000001,2.81,1,no
42,yes,no,0,66.91,311,626.3,3.0,1,no
68,no,no,0,70.2,342,686.5999999999999,4.02,3,yes
132,no,no,0,72.16999999999999,265,818.3000000000001,1.49,0,no
137,yes,no,0,58.64,257,647.9,2.3,0,no
42,no,no,0,55.169999999999995,286,573.9000000000001,3.35,2,no
81,no,yes,17,51.58,251,561.0,2.57,1,no
135,no,no,0,45.33,281,470.79999999999995,3.32,1,no
102,no,no,0,66.15,256,761.3,2.75,0,no
117,no,no,0,53.66,352,498.2,2.86,4,yes
37,no,yes,33,66.07,379,642.3,3.02,3,no
48,no,no,0,58.58,349,566.5,2.97,1,no
155,no,no,0,62.400000000000006,233,560.8,2.27,1,no
124,no,no,0,80.56,293,785.5,2.78,3,yes
91,no,no,0,58.62,305,651.5999999999999,4.0,0,no
169,no,no,0,69.22999999999999,324,661.5,3.21,1,no
74,no,no,0,59.120000000000005,275,651.9000000000001,3.75,0,no
101,yes,yes,35,59.480000000000004,304,621.3,3.0,1,no
142,no,no,0,39.76,280,452.6,2.43,1,no
61,no,yes,31,67.3,364,603.5,1.38,2,no
50,no,no,0,53.949999999999996,271,568.5,2.05,5,yes
82,no,no,0,62.59,307,635.9,3.43,0,no
142,no,yes,22,55.21,354,536.4,3.0,2,no
27,no,yes,32,62.09,291,603.1,2.27,2,no
165,no,yes,23,53.6,250,528.8,2.35,1,no
33,no,yes,16,52.82000000000001,305,607.1,3.27,0,no
55,no,no,0,58.07,321,608.7,2.94,1,no
96,yes,no,0,43.59,259,465.9,2.03,0,no
115,no,no,0,66.16,324,625.9,2.43,1,no
65,no,no,0,72.59,270,750.5,2.05,5,yes
50,no,no,0,51.29,245,514.1,2.94,1,no
137,no,no,0,32.95,315,365.4,3.16,2,no
95,no,no,0,47.47,348,510.6,2.67,4,yes
118,no,no,0,75.07000000000001,327,674.9,3.35,1,yes
84,no,no,0,60.22,243,565.7,3.21,2,no
42,no,no,0,56.59,314,474.29999999999995,3.73,1,no
53,no,no,0,49.42,291,521.2,2.11,1,no
123,no,no,0,43.66,346,452.20000000000005,3.48,3,yes
60,no,no,0,52.459999999999994,378,568.4,3.83,1,no
112,no,no,0,89.75,349,834.0999999999999,3.21,1,yes
43,no,no,0,53.95,263,621.0,2.89,0,no
150,no,yes,24,58.99,302,581.5,3.16,2,no
92,no,no,0,54.52,294,478.5,2.62,2,no
68,no,no,0,48.31,283,531.6,2.48,1,no
159,no,no,0,54.94,325,571.5,2.19,1,no
158,no,yes,19,50.46,257,557.8,2.73,0,no
119,no,no,0,57.25,273,575.0999999999999,1.13,1,no
54,no,yes,28,63.61,310,590.6,2.03,1,no
60,yes,no,0,47.81,300,575.9,2.73,1,yes
111,no,yes,23,41.26,296,479.1,3.32,1,no
119,no,yes,32,56.06,247,543.9,3.27,1,no
74,no,no,0,56.900000000000006,305,575.2,3.19,0,no
118,no,no,0,65.33,298,636.4,2.08,1,no
124,no,no,0,50.41,303,523.1,3.13,3,no
133,no,no,0,55.83,294,571.4000000000001,3.0,3,no
49,no,no,0,70.99000000000001,289,697.9,2.86,1,no
112,no,no,0,45.29,317,486.6,2.75,2,no
130,no,no,0,45.040000000000006,323,520.5,3.08,2,no
130,no,no,0,43.519999999999996,286,499.9,3.16,1,no
188,no,no,0,65.01,274,640.7,2.65,4,no
174,no,no,0,54.76,318,567.7,2.75,1,no
57,no,no,0,46.519999999999996,310,503.3,2.94,3,no
105,no,no,0,46.38,312,466.70000000000005,2.94,1,no
175,yes,yes,35,47.01,294,476.5,1.46,5,yes
100,no,no,0,65.94,275,646.0999999999999,2.97,2,no
132,no,no,0,52.92,278,561.8,2.11,2,no
117,yes,no,0,61.58,305,649.3000000000001,3.75,3,yes
65,no,no,0,43.150000000000006,332,533.0999999999999,2.48,1,no
131,no,no,0,43.57000000000001,303,525.8,3.16,5,yes
114,no,no,0,64.61,329,664.1,2.19,2,no
127,no,yes,24,59.970000000000006,339,581.5999999999999,3.65,3,no
67,no,no,0,55.54,285,625.2,2.75,1,yes
123,no,yes,41,46.79,337,512.1,2.19,3,no
116,no,no,0,41.49,269,463.0,2.38,2,no
107,no,no,0,76.17,314,750.0,3.46,0,yes
110,no,no,0,41.980000000000004,340,418.3,3.29,1,no
29,no,no,0,57.43000000000001,298,637.2,2.81,1,no
76,no,no,0,62.74,332,580.3,3.13,2,no
115,no,no,0,65.22,326,654.4,3.46,3,no
68,no,no,0,64.24,302,560.2,1.76,2,no
63,no,yes,26,64.96000000000001,341,623.6,2.78,2,no
69,no,no,0,61.49,347,530.4,3.83,2,no
97,no,no,0,65.96000000000001,287,622.4,4.37,0,no
108,yes,no,0,44.17,300,539.8,2.46,3,no
79,no,no,0,53.349999999999994,275,569.9000000000001,2.78,2,no
52,no,no,0,72.74000000000001,232,704.0,4.54,2,yes
114,no,no,0,58.47,318,571.3,2.86,3,no
90,no,yes,19,66.48,230,664.9,2.78,1,no
122,no,yes,21,56.660000000000004,269,541.5,2.59,0,no
73,no,yes,33,53.03,312,617.6,2.32,1,no
100,no,no,0,67.62,318,678.4,3.78,0,no
124,no,no,0,46.65,280,538.4,3.24,3,yes
112,no,no,0,53.150000000000006,248,588.0,3.29,1,no
120,no,yes,31,64.46,293,634.2,3.78,1,no
95,no,no,0,57.54,328,649.1999999999999,2.7,3,no
61,no,no,0,48.38,320,495.0,1.73,4,yes
42,no,no,0,52.32,306,575.7,3.48,1,no
104,no,no,0,47.71,304,490.6,2.59,1,no
184,no,no,0,61.1,294,558.2,3.83,2,no
29,no,no,0,55.58,311,568.9,1.94,2,no
5,no,no,0,56.01,289,562.2,2.57,2,no
58,no,yes,47,45.14,319,461.1,2.48,1,no
165,no,no,0,61.03,347,610.0,3.21,0,no
77,yes,yes,34,59.48,270,537.8,3.08,2,yes
132,yes,yes,18,47.26,287,521.5999999999999,3.21,0,no
115,no,no,0,64.83,312,584.0,3.94,1,no
148,no,no,0,68.72,269,669.0,2.84,1,no
135,no,no,0,52.33,344,462.4,2.19,2,no
87,no,yes,24,52.63,261,568.7,1.73,0,no
78,no,no,0,66.16,311,660.9,2.51,2,no
78,no,no,0,62.11000000000001,276,640.2,3.59,2,no
101,no,no,0,56.42,327,564.6,2.73,3,no
90,no,no,0,49.919999999999995,341,499.0,2.89,1,no
83,no,no,0,42.49,279,425.5,2.43,0,no
81,no,no,0,47.470000000000006,284,520.9,3.19,1,no
119,no,no,0,74.19,249,657.0,2.97,1,yes
134,no,no,0,60.39,318,604.3,2.24,0,no
48,no,no,0,68.64,331,684.3,1.92,1,no
91,no,yes,39,44.14,252,428.0,2.78,3,no
90,no,yes,31,50.45,264,562.5999999999999,2.43,1,no
159,no,no,0,54.69,262,545.2,2.67,7,no
142,yes,no,0,54.45,326,584.3,2.38,1,yes
104,no,no,0,49.45,334,612.4000000000001,2.73,1,no
82,no,no,0,47.089999999999996,352,554.8,2.84,0,no
88,no,no,0,61.34,273,546.2,1.46,1,no
118,no,no,0,57.17,309,612.5,2.92,1,no
139,no,no,0,71.28,299,696.2,3.08,1,yes
87,no,yes,18,50.849999999999994,294,610.4,1.94,1,no
167,no,no,0,51.12,290,591.7,2.92,0,no
138,no,no,0,57.37,351,591.2,3.62,4,no
130,no,no,0,60.07,252,637.6,2.46,1,no
87,no,no,0,57.2,273,583.5,2.54,0,no
164,yes,yes,28,52.92999999999999,307,556.0,3.08,0,no
109,no,no,0,45.92,323,471.2,2.57,1,no
59,no,no,0,61.61,357,667.5,0.59,1,no
124,no,no,0,51.46,255,533.7,2.38,1,no
73,no,no,0,40.99,381,526.5,3.02,1,no
94,no,no,0,62.78,352,533.9000000000001,2.84,0,no
80,no,no,0,45.32,269,467.20000000000005,3.97,3,no
101,yes,no,0,35.519999999999996,294,388.4,2.62,2,no
115,no,no,0,50.03,326,480.1,2.11,1,no
100,yes,no,0,55.09,266,559.4,2.24,5,no
85,no,no,0,70.21000000000001,275,691.0,2.54,1,no
110,no,no,0,59.41,240,546.0,2.84,2,yes
92,yes,no,0,50.01,222,468.49999999999994,3.19,0,no
102,no,no,0,55.46,277,569.9,3.13,5,no
134,no,no,0,56.92,336,579.0,3.43,3,no
96,no,no,0,59.15,340,585.0999999999999,3.13,0,no
42,no,no,0,48.12,288,473.6,2.32,2,no
175,no,no,0,62.980000000000004,295,596.2,3.94,1,no
136,no,yes,23,61.39,251,552.0,3.05,1,no
32,yes,no,0,62.96,280,555.1,4.0,2,yes
101,no,no,0,81.8,313,760.9000000000001,3.05,1,yes
132,yes,yes,21,64.58,279,642.8,2.08,3,no
120,no,no,0,56.36000000000001,345,587.0999999999999,3.32,0,no
122,no,no,0,54.089999999999996,270,548.3,4.29,3,no
52,no,no,0,51.839999999999996,292,570.2,3.81,1,no
182,no,no,0,55.129999999999995,284,575.5,2.35,2,no
130,no,no,0,48.0,273,482.0,3.67,3,no
106,no,no,0,46.42,263,454.2,1.24,3,no
150,no,no,0,51.95,305,565.5,2.24,5,yes
94,no,no,0,77.1,237,758.5,2.86,0,yes
89,no,no,0,41.2,323,482.5,4.05,1,no
45,no,no,0,44.129999999999995,354,464.3,3.0,1,no
74,no,no,0,77.11,328,684.8000000000001,3.4,0,yes
158,no,no,0,57.41,280,567.3,2.81,1,no
76,no,no,0,65.27000000000001,352,642.0,2.21,3,yes
102,yes,no,0,60.1,277,605.6,2.35,0,no
4,no,yes,31,49.540000000000006,305,515.2,3.38,2,no
161,no,no,0,76.41,314,780.5,2.48,1,yes
116,no,no,0,76.78999999999999,300,797.2,3.43,1,yes
86,no,no,0,67.37,343,669.8,3.83,3,no
39,no,no,0,48.03,316,458.8,3.24,0,no
57,no,no,0,50.28,313,573.2,3.59,1,no
138,no,no,0,56.09,287,567.4,2.89,2,no
98,no,no,0,67.23,322,644.8,2.73,0,no
145,no,yes,10,55.050000000000004,314,535.7,3.46,0,no
77,no,no,0,58.83,240,556.7,2.78,1,no
99,no,yes,12,49.019999999999996,340,545.2,4.48,1,no
106,yes,no,0,59.13,292,580.7,2.11,4,yes
32,no,no,0,63.01,342,577.4,2.35,2,no
174,no,no,0,65.93,322,693.3,1.54,0,yes
98,no,no,0,73.44,274,769.7,1.97,2,yes
42,no,no,0,53.739999999999995,335,608.1,1.24,1,no
99,no,no,0,44.64,309,434.4,2.65,2,no
119,no,no,0,45.78,290,488.29999999999995,2.73,1,no
47,yes,no,0,57.220000000000006,332,586.3,2.62,2,no
77,no,no,0,44.32,335,504.9,2.51,0,no
39,no,yes,38,59.14000000000001,265,575.5999999999999,2.57,0,no
193,no,no,0,49.39,291,491.29999999999995,2.75,2,no
103,no,yes,40,56.169999999999995,274,587.9,2.0,4,no
36,yes,yes,19,60.56,283,692.0,2.84,1,yes
87,no,no,0,59.660000000000004,213,537.2,3.7,1,no
1,no,no,0,66.72,301,638.3,3.81,3,no
62,no,no,0,43.76,260,483.20000000000005,4.35,3,no
112,no,no,0,51.32,334,539.9000000000001,2.24,1,no
82,no,no,0,47.34,271,544.3,2.32,3,no
55,no,yes,28,61.699999999999996,330,594.9,2.62,2,no
82,no,yes,23,40.7,285,437.3,2.86,1,no
69,no,no,0,58.21,278,544.8,2.7,0,no
87,no,no,0,71.52000000000001,243,658.0999999999999,2.97,2,yes
63,no,no,0,49.22,285,504.1,2.32,1,no
68,no,no,0,56.33,318,564.5,2.97,1,no
119,no,no,0,46.58,296,540.9,2.24,2,no
43,no,yes,36,41.019999999999996,260,434.1,2.35,1,no
136,no,no,0,52.05,291,563.0,3.51,2,no
149,no,no,0,45.03,277,479.1,2.89,0,no
77,no,no,0,59.1,326,627.8,2.43,1,no
110,no,no,0,47.650000000000006,293,545.8,2.78,2,no
70,no,no,0,56.010000000000005,304,502.5,2.13,1,no
155,no,no,0,66.96000000000001,288,658.8000000000001,2.38,1,no
151,no,yes,27,51.71,359,532.9,2.11,3,no
125,no,no,0,54.7,318,501.5,3.83,4,yes
83,no,no,0,52.059999999999995,329,507.1,2.32,1,no
94,no,no,0,58.15,315,629.6,3.13,0,no
11,no,yes,36,74.22,263,679.5,1.86,1,no
92,no,no,0,61.28,340,660.4,2.21,3,no
70,no,yes,20,63.5,259,614.0,3.21,0,no
82,no,no,0,51.66,313,511.20000000000005,2.21,0,no
65,no,no,0,48.25,321,509.1,3.0,1,no
102,no,no,0,58.71,312,633.1,3.27,0,yes
78,no,no,0,56.13,287,595.3,2.86,1,no
77,yes,no,0,58.779999999999994,268,594.9,2.43,1,no
58,no,yes,29,61.529999999999994,264,540.0,2.97,2,no
38,no,no,0,43.339999999999996,254,479.3,2.92,0,no
87,no,no,0,51.47,302,611.4,1.94,2,no
72,yes,no,0,65.37,306,546.8,2.08,4,no
69,no,no,0,43.7,282,494.0,3.13,2,no
85,no,no,0,45.84,276,463.19999999999993,1.35,3,no
176,no,no,0,67.12,305,681.7,2.43,1,no
133,no,no,0,62.24,337,555.8000000000001,2.84,3,no
146,no,no,0,66.22,280,669.5,1.57,3,no
31,no,no,0,46.82,251,546.2,3.11,0,no
78,yes,no,0,35.86,339,449.9,2.24,3,yes
118,no,no,0,32.56999999999999,267,395.5,4.02,1,no
119,no,no,0,35.81,265,448.4,3.51,3,no
141,no,no,0,72.72,263,689.5,2.59,0,yes
150,yes,no,0,40.85,332,468.5,4.21,1,yes
76,no,no,0,60.21,328,556.0,1.4,3,no
159,no,yes,36,77.21000000000001,338,713.5,3.59,1,no
66,no,no,0,54.59,273,512.3,3.02,0,no
139,no,no,0,45.17,318,515.6,2.92,1,no
122,yes,no,0,33.589999999999996,332,418.5,2.7,0,no
91,no,no,0,50.910000000000004,241,500.0,2.65,4,yes
131,no,no,0,29.1,242,347.1,2.73,1,no
135,no,no,0,64.0,283,585.7,1.78,0,no
129,no,no,0,67.09,351,647.2,2.92,2,no
85,no,no,0,49.28,303,607.6,2.7,2,no
125,no,no,0,58.81,356,646.9000000000001,2.86,0,no
67,no,no,0,67.29,256,708.8,3.16,3,no
61,no,yes,28,66.86,243,624.8,3.27,1,no
135,yes,no,0,56.35,339,572.9,3.43,3,no
43,no,yes,26,48.51,317,510.29999999999995,3.48,3,no
120,no,no,0,41.6,333,515.9,2.75,3,no
62,no,no,0,65.50999999999999,320,648.8,3.62,0,no
160,no,yes,37,52.290000000000006,308,533.7,3.0,3,no
67,no,no,0,62.84,255,553.1,3.65,2,yes
98,no,no,0,65.2,320,680.2,3.51,1,no
103,no,no,0,73.87,315,718.2,3.05,1,yes
121,no,no,0,62.96,254,601.8,3.11,1,no
111,no,no,0,46.49,327,542.0,4.54,2,no
127,no,no,0,44.81,314,489.5,2.89,2,no
65,no,no,0,53.7,226,520.5,2.89,4,yes
86,no,no,0,73.83999999999999,317,767.0,2.03,3,yes
119,no,no,0,45.97,359,509.09999999999997,1.65,0,no
113,no,no,0,48.669999999999995,303,548.8,3.46,0,no
126,no,no,0,60.86,242,567.3,2.75,1,no
103,no,no,0,77.86999999999999,356,732.8999999999999,3.7,1,yes
104,no,no,0,67.8,285,597.9000000000001,2.84,2,no
56,no,no,0,57.910000000000004,339,538.7,1.51,1,no
56,no,yes,37,57.260000000000005,309,604.0999999999999,2.24,1,no
155,yes,no,0,59.269999999999996,271,610.5,3.02,2,yes
100,no,yes,41,78.52,257,676.1,2.84,2,no
113,no,no,0,64.06,332,663.2,2.24,1,no
103,no,yes,37,79.84,305,849.4999999999999,2.13,2,no
160,no,no,0,42.89,312,477.4,3.54,0,no
142,no,yes,34,61.18,289,621.7,1.89,1,no
73,yes,yes,34,68.22,247,617.9,3.08,0,no
135,no,yes,46,58.519999999999996,287,640.2,2.81,1,no
29,no,no,0,60.35,292,539.8,2.89,1,no
158,no,no,0,43.01,325,497.4,3.02,3,no
104,no,no,0,72.68,277,787.4000000000001,2.86,3,yes
74,no,no,0,48.400000000000006,307,472.09999999999997,3.19,1,no
28,no,no,0,53.35,294,555.6,3.78,2,no
45,yes,no,0,56.809999999999995,267,583.3,3.75,1,yes
60,no,no,0,59.730000000000004,234,549.6,3.56,2,no
173,no,no,0,48.82,315,507.0,2.81,4,yes
152,no,yes,26,65.09,314,648.2,2.05,1,no
140,no,no,0,54.74999999999999,303,556.5,2.3,2,no
94,no,yes,31,68.07,267,681.1,2.13,0,no
88,no,no,0,47.82,320,468.0,3.21,0,no
170,no,yes,22,48.64,242,472.29999999999995,1.4,1,no
57,no,no,0,58.86,251,635.2,1.65,1,no
102,no,yes,27,46.95,243,554.0,2.78,0,no
49,no,no,0,59.55,324,587.8000000000001,2.43,3,yes
195,no,no,0,57.95,301,560.0,1.73,0,no
64,no,no,0,42.7,344,486.9,3.43,4,yes
105,yes,no,0,77.75999999999999,318,732.9,3.05,3,yes
81,no,yes,33,63.73,299,667.0,4.19,1,no
63,no,no,0,57.54,322,568.3,2.54,3,no
126,no,no,0,47.63,248,454.8,3.0,3,no
153,no,no,0,52.88999999999999,308,472.5,2.32,2,no
67,no,no,0,66.12,324,623.9,2.19,3,no
65,no,no,0,47.519999999999996,309,466.5,1.78,2,no
21,no,no,0,48.11000000000001,259,519.2,3.27,0,no
72,no,no,0,68.50999999999999,282,659.3999999999999,3.48,0,no
176,no,no,0,87.13,273,818.6999999999999,2.57,7,yes
150,no,yes,24,59.42,360,580.5,2.62,2,no
108,yes,no,0,46.300000000000004,263,519.8,2.4,1,yes
129,no,yes,10,53.81,258,584.8,3.48,1,no
73,yes,no,0,68.65,331,707.8,3.46,1,no
90,no,no,0,68.09,271,647.7,2.48,0,no
105,no,no,0,34.93,300,378.7,3.75,1,no
115,no,no,0,38.92,238,466.6,3.16,1,no
82,no,no,0,57.809999999999995,290,563.7,2.51,7,no
77,no,no,0,58.129999999999995,303,555.7,3.62,0,no
201,no,no,0,60.410000000000004,284,687.4000000000001,3.62,3,no
139,yes,no,0,63.5,271,659.6999999999999,2.43,3,no
94,no,no,0,54.089999999999996,252,604.1,3.08,1,no
95,no,no,0,49.22,299,513.2,3.56,1,no
138,no,no,0,62.290000000000006,274,667.3,2.78,2,no
105,no,no,0,57.940000000000005,289,599.8,1.54,1,no
81,yes,no,0,71.74,310,736.3,3.08,1,yes
127,no,no,0,54.559999999999995,365,463.9,2.32,2,no
84,no,no,0,50.55,339,614.5,2.59,0,no
47,no,yes,30,44.67,266,457.79999999999995,2.94,2,no
128,yes,no,0,51.22,257,481.2,3.65,1,yes
76,no,no,0,71.59,259,623.8,3.7,0,yes
167,no,no,0,39.04,284,433.0,3.02,1,no
104,no,no,0,56.75,300,585.3,3.51,0,no
136,no,no,0,45.839999999999996,268,517.7,3.32,2,no
83,no,yes,33,64.17999999999999,288,570.9,2.75,0,no
78,yes,no,0,53.28999999999999,285,534.2,4.48,2,yes
